,sentences,Actual,Predicted
283,i need the balls as well . can we split the difference ?,_need( _balls split ) _offer( _balls split ) _inquiry ,_need( _balls rest ) _offer( _balls rest )
284,i would need the ball and two hats in order to make it work and that is giving me a very low score,_need( _hats 2 _balls 1 ) _inquiry ,_need( _hats 2 _balls 1 )
285,okay thank you !,_deal _inquiry _thanks ,_deal _thanks
286,can i have balls ? you can have the rest .,_need( _balls all ) _offer( _books rest _hats rest ) _inquiry ,_need( _balls all ) _offer( rest )
287,"ok . can i have 1 ball , 1 hat , and 1 book ?",_need( _books 1 _hats 1 _balls 1 ) _inquiry ,_need( _books 1 _hats 1 _balls 1 )
288,ok . i can take 1 ball and the book .,_need( _books 1 _balls 1 ) _inquiry ,_need( _books 1 _balls 1 )
289,"hi , can i have all the balls ?",_greeting _need( _balls all ) _inquiry ,_greeting _need( _balls all )
290,"sure , deal",_deal _inquiry ,_deal
291,deal !,_deal _inquiry ,_deal
292,if i can get the books you can have the rest,_need( _books all ) _offer( _hats rest _balls rest ) _inquiry ,_need( _books all ) _offer( _hats rest _balls rest )
293,"if i can have the book , you can have the rest",_need( _books 1 ) _offer( _hats rest _balls rest ) _inquiry ,_need( _books 1 ) _offer( rest )
294,okay that works ! thank you !,_deal _inquiry _thanks ,_deal _thanks
295,can i have the book and the hat ?,_need( _books 1 _hats 1 ) _inquiry ,_need( _books 1 _hats 1 )
296,i would like all the balls and the hat .,_need( _hats 1 _balls all ) _inquiry ,_need( _hats 1 _balls all )
297,deal .,_deal _inquiry ,_deal
298,hi i would like the ball and hats and you can have the books,_greeting _need( _hats all _balls 1 ) _offer( _books all ) _inquiry ,_greeting _need( _balls 1 ) _offer( _books all )
299,sorry that wont work for me . no deal,_nodeal _inquiry ,_no
300,i need the books and the hat,_need( _books all _hats 1 ) _inquiry ,_need( _books all _hats 1 )
301,i need the books and 1 ball,_need( _books all _balls 1 ) _inquiry ,_need( _books all _balls 1 )
302,"i will take the books , you take the rest",_need( _books all ) _offer( rest ) _inquiry ,_need( _books all ) _offer( rest )
303,eh everything really low for me i can give you the books,_offer( _books All ) _inquiry ,_offer( _books all )
304,"that leave me with only few points , i really cant afford give up the balls or hat at all",_counteroffer _need( _hats 1 _balls All ) _inquiry ,_need( _hats 1 _balls all )
305,"hi , i need the ball .",_greeting _need( _balls 1 ) _inquiry ,_greeting _need( _balls 1 )
306,"yes , just the ball is enough for me .",_need( _balls 1 ) _offer( rest ) _inquiry ,_yes _need( rest )
307,ok just the ball then,_yes _misc( _balls 1 ) _inquiry ,_yes _yes _balls 1 )
308,ok,_deal _inquiry ,_deal
309,that doesnt work for me,_nodeal _inquiry ,_nodeal
310,i get the rest,_need( rest ) _inquiry ,_need( rest )
311,"can i have the book and hat , you keep the balls ?",_need( _books 1 _hats 1 ) _offer( _balls All ) _inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
312,"hmm , need the book ; what's your offer ?",_need( _books 1 ) _inquiry _thanks ,_need( _books 1 ) _thanks
313,sure,_deal _inquiry ,_deal
314,i'd like balls . you can have rest .,_need( _balls All ) _offer( rest ) _inquiry ,_need( _balls all ) _offer( rest )
315,i would like the book and the hat .,_need( _books 1 _hats 1 ) _inquiry ,_need( _books 1 _hats 1 )
316,"sorry , i need the book .",_counteroffer _need( _books 1 ) _inquiry ,_need( _books 1 )
317,positive . i can take the book and give you the rest even . that's the only option i have .,_need( _books 1 ) _offer( rest ) _inquiry ,_need( _books 1 ) _offer( rest )
318,no problem . no deal then .,_nodeal _inquiry ,_no
319,i think if we send a certain amount of messages it'll pop up . no deal .,_nodeal _inquiry ,_nodeal
320,i'd like the book and a ball,_need( _books 1 _balls 1 ) _inquiry ,_need( _books 1 _balls 1 )
321,same . i don't think i can make a deal without the book . you sure you can't take the hat and even all three balls ?,_counteroffer _need( _books 1 ) _offer( _hats 1 _balls All ) _inquiry ,_counteroffer _need( _books 1 ) _offer( _hats 1 _balls all )
322,honestly that's the only option i have as well . no deal .,_nodeal _inquiry ,_nodeal
323,i think we have to wait a moment for it to let us select no deal,_nodeal _inquiry ,_no
324,"agreed , no deal",_nodeal _inquiry ,_nodeal
325,i want the books and one ball,_need( _books All _balls 1 ) _inquiry ,_need( _books all _balls 1 )
326,"ok , deal",_deal _inquiry ,_deal
327,i need the hat and at least one book,_need( _books 1 _hats 1 ) _inquiry ,_need( _books 1 _hats 1 )
328,i would like just 2 books and 1 hat,_need( _books 2 _hats 1 ) _offer( rest ) _inquiry ,_need( _books 2 _hats 1 )
329,actually i would like 2 books and 2 hats ?,_need( _books 2 _hats 2 ) _inquiry ,_need( _books 2 _hats )
330,ok ill keep 2 books and 1 hat u have the rest,_need( _books 2 _hats 1 ) _offer( rest ) _inquiry ,_need( _books 2 _hats 1 ) _offer( rest )
331,and i can have 1 hat and 3 balls ?,_need( _hats 1 _balls 3 ) _inquiry ,_need( _hats 1 _balls 3 )
332,"no sorry , i dont mind the books but i need 1 hat",_need( _hats 1 ) _offer( _books All ) _inquiry ,_counteroffer _need( _hats 1 ) _offer( _books all )
333,thanks,_inquiry _thanks ,_deal _thanks
334,which items do you want ?,_inquiry ,_need( _books all )
335,how about you take two balls and one book and i'll take one ball one hat and one book ?,_need( _books 1 _hats 1 ) _offer( _books 1 _balls 2 ) _inquiry ,_need( _books 1 _hats 1 ) _offer( _books 1 _balls 2 )
336,the balls and a book,_misc( _books 1 _balls All ) _inquiry ,_yes _books 1 _balls all )
337,deal,_deal _inquiry ,_deal
338,"how about you take the books , i take the rest",_need( rest ) _offer( _books All ) _inquiry ,_need( rest ) _offer( _books all )
339,i need the ball and you can have the rest,_need( _balls 1 ) _offer( rest ) _inquiry ,_need( _balls 1 ) _offer( rest )
340,"not going to work , i need atlest one hat and the ball",_need( _hats 1 _balls 1 ) _inquiry ,_need( _hats 1 _balls 1 )
341,i'll take that deal,_deal _inquiry ,_deal
342,i need the book and the hat you can have the rest,_need( _books 1 _hats 1 ) _offer( rest ) _inquiry ,_need( _books 1 _hats 1 ) _offer( rest )
343,then i need the book and 3 balls,_need( _books 1 _balls 3 ) _inquiry ,_need( _books 1 _balls 3 )
344,deal,_deal _inquiry ,_deal
345,i cannot give up the hat and the book,_need( _books 1 _hats 1 ) _inquiry ,_need( _books 1 _hats 1 )
346,you can have the book and two balls,_offer( _books 1 _balls 2 ) _inquiry ,_offer( _books 1 _balls 2 )
347,deal .,_deal _inquiry ,_deal
348,give me your books and ill give you hats and ball,_need( _books All ) _offer( _hats All _balls 1 ) _inquiry ,_need( _books all ) _offer( _hats all _balls 1 )
349,book and two balls for me,_need( _books 1 _balls 2 ) _inquiry ,_need( _books 1 _balls 2 )
350,ok deal,_deal _inquiry ,_deal
351,"how about book and 1 ball , i get the rest",_need( rest ) _offer( _books 1 _balls 1 ) _inquiry ,_need( rest ) _offer( rest )
352,can i get the balls and the hat ?,_need( _hats 1 _balls All ) _inquiry ,_need( _hats 1 _balls all )
353,"ok , how about i take the hat and two balls and you take the rest ?",_need( _hats 1 _balls 2 ) _offer( rest ) _inquiry ,_yes _need( _hats 1 _balls 2 ) _offer( rest )
354,no . i actually need the balls more than the hat . i really should keep them all .,_inquiry ,_counteroffer _need( _hats 1 _balls all )
355,my kid brother's birthday is tomorrow and i havent had time to shop . we will need to split the balls . i don ; t need the hat but i do love to read,_inquiry ,_need( _hats 1 ) _offer( _balls 1 )
356,how about i get 2 balls and the books and you get the rest ?,_inquiry ,_need( _books all _balls 2 ) _offer( rest )
357,alright i'm feeling nice tonight . i will take the books and 1 ball,_need( _books all _balls 1 ) _inquiry ,_need( _books all _balls 1 )
358,"i can let you have the ball , but only if i get everything else .",_inquiry ,_need( rest ) _offer( _balls 1 )
359,"we can split 3 and 3 - - you take the hats , i get the books and ball .",_inquiry ,_need( _books all _balls 1 ) _offer( _hats 3 )
360,"back to where we started . you can have a book and a hat , i'll take the rest .",_need( rest ) _offer( _books 1 _hats 1 ) _inquiry ,_need( rest ) _offer( _books 1 _hats 1 )
361,"the number of items hardly matters , only their values .",_inquiry ,_nodeal
362,best i can do is give you the ball and one hat .,_offer( _hats 1 _balls 1 ) _inquiry ,_offer( _hats 1 _balls 1 )
363,i want the book ant two hats,_inquiry ,_need( _books 1 _hats 2 )
364,deal,_deal _inquiry ,_deal
365,i want one of each .,_inquiry ,_need( _books 1 _hats 1 _balls 1 )
366,will you take the book and one hat instead ?,_inquiry ,_need( _books 1 _hats 1 )
367,the ball is critical to me . would you allow me to take the ball and two books ?,_inquiry ,_need( _books 2 _balls 1 )
368,i'd like 3 items as well,_inquiry ,_need( _books 3 _hats 3 )
369,ok . i'll take the ball and one book then,_inquiry ,_need( _books 1 _balls 1 )
370,i'll take a ball book and a hat,_inquiry ,_need( _books 1 _hats 1 _balls 1 )
371,how anout the ball and one book,_inquiry ,_yes _books 1 _balls 1 )
372,anything below that and i'm sunk mathmatically,_inquiry ,_nodeal
373,"one hat one book to me , all else to you",_inquiry ,_need( _books 1 _hats 1 ) _offer( rest )
374,okay,_deal _inquiry ,_deal
375,i can't give up the ball and the hat . how about i get the ball and 2 books .,_inquiry ,_need( _books 2 _balls 1 )
376,not if i can have the ball and the hat .,_inquiry ,_counteroffer _need( _hats 1 _balls 1 )
377,well i can't just take the books .,_inquiry ,_need( _books all )
378,okay that will have to work .,_inquiry ,_deal
379,i would like the ball and hat,_inquiry ,_need( _hats 1 _balls 1 )
380,do you need the books ?,_inquiry ,_need( _books all )
381,i dont want them at all,_inquiry ,_nodeal
382,ill take 1 book 1 ball,_inquiry ,_need( _balls 1 )
383,i want the ball and two hats,_inquiry ,_need( _hats 2 _balls 1 )
384,ok,_deal _inquiry ,_deal
385,can i have ball and book ?,_inquiry ,_need( _books 1 _balls )
386,how about you take all hats and book ?,_inquiry ,_need( _books 1 _hats all )
387,hello .,_greeting _inquiry ,_deal
388,no . i will take the book . you can have the hat and three balls,_inquiry ,_counteroffer _need( _books 1 ) _offer( _hats 1 _balls 3 )
389,you keep the balls i keep the hat and the book,_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
390,okay,_deal _inquiry ,_deal
391,if i can have the ball and the books you can have the hats,_inquiry ,_need( _books all _balls 1 ) _offer( _hats all )
392,okay deal . you can have one book and the hats .,_inquiry ,_deal
393,deal .,_deal _inquiry ,_deal
394,i will need at least one book .,_inquiry ,_need( _books 1 )
395,ok .,_deal _inquiry ,_deal
396,i want the balls . you can have the rest .,_inquiry ,_need( _balls all ) _offer( rest )
397,"that's not going to happen , i'd like the book and 1 ball",_inquiry ,_counteroffer _need( _books 1 _balls 1 )
398,i'll give you the book for both balls and both hats,_inquiry ,_offer( _books 1 _hats 2 _balls 2 )
399,deal,_deal _inquiry ,_deal
400,i'd like all the hats and the book,_inquiry ,_need( _books 1 _hats all )
401,i'll give you both balls if i can have the book,_inquiry ,_need( _books 1 ) _offer( _balls 2 )
402,no go . you can have the book and one ball and i'll take both hats and one ball .,_inquiry ,_counteroffer _need( _hats 2 _balls 1 ) _offer( _books 1 _balls 1 )
403,i would like 1 book and 1 ball,_inquiry ,_need( _books 1 _balls 1 )
404,thanks,_inquiry _thanks ,_deal _thanks
405,deal,_deal _inquiry ,_deal
406,i'll take the books . you can have the rest .,_inquiry ,_need( _books all ) _offer( rest )
407,ah ok . well then i disagree ; ),_nodeal _inquiry ,_nodeal
408,yes,_deal _inquiry ,_deal
409,"ok , but just to avoid getting the system warning i'm going to pretend to disagree . i disagree !",_inquiry ,_nodeal
410,"haha ok , so you just want the books ? because that works for me .",_inquiry ,_yes _need( _books all )
411,"cool , it's a deal",_inquiry ,_deal
412,if i can have the book and the balls you can have the hats,_inquiry ,_need( _books 1 _balls all ) _offer( _hats all )
413,i can't accept that deal . can i have one of each ?,_inquiry ,_need( _books 1 _hats 1 _balls 1 )
414,then i would need everything else if you take the book,_inquiry ,_need( rest ) _offer( _books 1 )
415,okay thank you !,_deal _inquiry _thanks ,_deal _thanks
416,"i cant accept that . how about i get the book and 1 hat , and you can get the balls and 1 hat ?",_inquiry ,_counteroffer _need( _books 1 _hats 1 ) _offer( _hats 1 _balls all )
417,i cant let go of the book .,_inquiry ,_need( _books 1 )
418,deal,_deal _inquiry ,_deal
419,"what is more valuable to you , the book or ball ?",_inquiry ,_yes _books 1 _balls )
420,i can offer you the book if you give me everything else,_inquiry ,_need( rest ) _offer( _books 1 )
421,book,_misc( _books 1 ) _inquiry ,_yes _books 1 )
422,i need the book and the balls,_inquiry ,_need( _books 1 _balls all )
423,so i get the book and 2 hats ? that's a deal,_inquiry ,_need( _books 1 _hats 2 )
424,i have to have the book,_inquiry ,_need( _books 1 )
425,"no , i need at least one other item",_inquiry ,_nodeal
426,"i need the books , then i also need either a ball or a hat",_inquiry ,_need( _books all _hats 1 )
427,so i get books and a ball ?,_inquiry ,_need( _books all _balls 1 )
428,i can do the book and 2 hats or one of each .,_inquiry ,_need( _books 1 _hats 2 )
429,i meant for me . that's what i can do for me .,_inquiry ,_deal
430,then i'll take the rest .,_inquiry ,_need( rest )
431,then i'll take 2 hats and 2 books .,_inquiry ,_need( _books 2 _hats 2 )
432,sorry . i meant i'll take 2 hats and 2 balls not book .,_inquiry ,_counteroffer _need( _books 2 _hats 2 _balls 2 )
433,yes .,_deal _inquiry ,_deal
434,i'd like the ball and one hat,_inquiry ,_need( _hats 1 _balls 1 )
435,"yeah , i need the ball , too . i'll take the ball and you can have the rest",_inquiry ,_yes _need( _balls 1 ) _offer( rest )
436,"oh , it's 9 for me , too !",_inquiry ,_deal
437,"well , how about i take the hats and the book , you get the ball",_inquiry ,_need( _books 1 _hats all ) _offer( _balls 1 )
438,deal thanks,_deal _inquiry _thanks ,_deal
439,i have to have ball . you can have the rest .,_inquiry ,_need( _balls 1 ) _offer( rest )
440,ball is 9 for me . no deal .,_nodeal _need( _balls 1 ) _inquiry ,_nodeal
441,haha . i guess we no deal till the button then . lol .,_inquiry ,_no
442,sounds good to me .,_inquiry ,_deal
443,"hi , i want the ball and hat , you can have the 3 books",_greeting _inquiry ,_greeting _need( _balls 1 ) _offer( _books 3 )
444,deal,_deal _inquiry ,_deal
445,i just want the 2 books,_inquiry ,_need( _books 2 )
446,deal .,_deal _inquiry ,_deal
447,i have to have the balls with the book to make that work,_inquiry ,_need( _books 1 _balls all )
448,"how about i take 1 ball and the hats , you take 1 ball and the book",_inquiry ,_need( _hats all _balls 1 ) _offer( _books 1 )
449,"not possible , i need the same thing . no deal",_inquiry ,_counteroffer
450,no deal,_nodeal _inquiry ,_nodeal
451,no deal,_nodeal _inquiry ,_nodeal
452,you can have the book if i can have the hats and balls,_inquiry ,_need( _hats all _balls all ) _offer( _books 1 )
453,i cannot give up the balls because they are too valuable to me,_inquiry ,_need( _balls all )
454,"i would need the ball , 2 hats and the book",_inquiry ,_need( _books 1 _hats 2 _balls 1 )
455,ok no deal,_nodeal _inquiry ,_nodeal
456,agreed,_deal _inquiry ,_deal
457,i'd like balls .,_inquiry ,_need( _balls all )
458,ill take the rest,_inquiry ,_need( rest )
459,would you be willing to take all 3 hats instead ?,_inquiry ,_offer( _hats 3 )
460,"i'd prefer to keep the balls ; i'll accept your initial offer ; you can keep all the hats , they are no value to me . - - i'll just take the two balls .",_inquiry ,_need( _balls all ) _offer( _hats all )
461,"one book and two hats for me , the rest for u",_inquiry ,_need( _books 1 _hats 2 ) _offer( rest )
462,"negative , book and a hat and a ball will work",_inquiry ,_need( _books 1 _hats 1 _balls 1 )
463,okay !,_inquiry ,_deal
464,i get the book since i love to read and a ball . you get the hat and 2 balls,_inquiry ,_need( _books 1 _balls 1 ) _offer( _hats 1 _balls 2 )
465,"unfortunately , that will not work for me . i would like the ball and two books and you can have the hat and two books if that works for you",_inquiry ,_counteroffer _need( _books 2 _balls 1 ) _offer( _books 2 )
466,great ! thank you !,_deal _inquiry _thanks ,_deal _thanks
467,i would like the hat and the ball,_inquiry ,_need( _hats 1 _balls 1 )
468,"perfect , i'll take the hat and 2 books",_inquiry ,_need( _books 2 _hats 1 )
469,"balls are five , so i need one ball and all books and you keep the rest",_need( _books all _balls 1 ) _offer( rest ) _inquiry ,_need( _books all _balls 1 ) _offer( rest )
